index,id,release_date,production_budget,worldwide_gross,genre_ids
I Now Pronounce You Chuck and Larry,100,2007,85000000,185708462,
I Origins,70,2014,1000000,852399,"[878, 18]"
I Spit on Your Grave,37,2010,1750000,1278471,"[53, 80, 27]"
I Spy,33,2002,70000000,60279822,
I Still Know What You Did Last Summer,43,1998,24000000,40020622,
I Think I Love My Wife,6,2007,14000000,13205411,
I Want Someone To Eat Cheese With,93,2007,1500000,194568,
I Want Your Money,14,2010,400000,433588,[99]
I am Legend,61,2007,150000000,585532684,
I am Number Four,28,2011,50000000,146195159,
"I, Frankenstein",14,2014,65000000,74575290,"[27, 53]"
"I, Robot",48,2004,105000000,348629585,
"I, Tonya",83,2017,11000000,53797409,[18]
"I, Tonya",83,2017,11000000,53797409,[18]
Icarus,91,2010,6000000,0,"[28, 18, 53]"
Icarus,91,2010,6000000,0,"[12, 18, 878]"
Icarus,91,2010,6000000,0,[99]
Ice Age,74,2002,65000000,386116343,
Ice Age: Collision Course,52,2016,105000000,402156682,"[12, 16, 10751, 35]"
Ice Age: Continental Drift,14,2012,95000000,879765137,"[16, 35, 12, 10751]"
Ice Age: Dawn of the Dinosaurs,43,2009,90000000,859701857,
Ice Age: The Meltdown,32,2006,75000000,651899282,
Ice Princess,42,2005,25000000,25732334,
Ida,3,2014,2600000,15298355,[18]
Identity,52,2003,28000000,82183683,[18]
Identity Thief,32,2013,35000000,175361578,"[35, 80]"
Idiocracy,55,2006,2400000,500296,
Idle Hands,24,1999,15000000,4023741,
Idlewild,91,2006,15000000,12669914,
If Beale Street Could Talk,96,2018,12000000,19859167,"[18, 10749, 80]"
If I Stay,73,2014,11000000,78356170,[18]
Igby Goes Down,98,2002,9000000,4777465,
Igor,30,2008,22000000,31013349,
Iguana,70,2014,3000000,0,
"Il buono, il brutto, il cattivo",64,1967,1200000,6100000,
Il conformista,79,2014,750000,89609,
Illuminata,98,1999,10000000,836641,
Imaginary Heroes,8,2004,10000000,290875,
Imagine Me & You,49,2006,7900000,3129471,
Imagine That,39,2009,55000000,22438144,
Immortals,45,2011,75000000,211562435,"[14, 28, 18]"
Impact Point,74,2008,2200000,0,
Impostor,23,2002,40000000,7974607,
In & Out,48,1997,35000000,83226569,
In Bruges,12,2008,15000000,34533783,
In Cold Blood,100,1967,3500000,13007551,
In Dreams,75,1999,30000000,12017369,
In Dubious Battle,61,2017,15000000,214182,[18]
In Dubious Battle,61,2017,15000000,214182,[18]
In Good Company,36,2004,26000000,63489752,
In Her Line of Fire,98,2006,1000000,884,
In The Land of Blood and Honey,10,2011,13000000,509193,
In Time,74,2011,35000000,165103952,"[28, 53, 878]"
In Too Deep,18,1999,7000000,15471229,
In the Bedroom,39,2001,1700000,42137871,
In the Company of Men,47,1997,25000,2883661,
In the Cut,20,2003,12000000,23693646,
In the Heart of the Sea,1,2015,100000000,89693309,"[53, 18, 12, 28, 36]"
In the Heart of the Sea,1,2015,100000000,89693309,"[53, 18, 12, 28, 36]"
In the Heat of the Night,91,1967,2000000,24407647,
In the Land of Women,28,2007,10500000,14140402,
In the Name of the King III,30,2014,3500000,0,"[28, 12, 18, 14]"
In the Name of the King: A Dungeon Siege Tale,49,2008,60000000,13233220,
In the Shadow of the Moon,39,2007,2000000,2175587,
In the Valley of Elah,94,2007,23000000,24489150,
Incarnate,39,2016,5000000,9371036,"[27, 53]"
Incendies,76,2010,6800000,16038343,"[18, 10752, 9648]"
Inception,38,2010,160000000,835524642,"[28, 878, 12]"
Inchon,50,1982,46000000,4408636,
Incident at Loch Ness,24,2004,1400000,56073,
Incredibles 2,44,2018,200000000,1242520711,"[28, 12, 16, 10751]"
Independence Day,27,1996,75000000,817400878,
Independence Day: Resurgence,33,2016,165000000,384169424,"[28, 12, 878]"
Independence Daysaster,32,2013,1800000,0,"[28, 878]"
Indiana Jones and the Kingdom of the Crystal Skull,76,2008,185000000,786635413,
Indiana Jones and the Last Crusade,14,1989,48000000,474171806,
Indiana Jones and the Temple of Doom,34,1984,28000000,333080271,
Indie Game: The Movie,92,2012,100000,0,[99]
IndigÃ¨nes,57,2006,18900000,26063572,
Indivisible,93,2018,2700000,3588305,"[18, 10752]"
Inescapable,53,2013,4000000,4327,"[53, 10749]"
Infamous,6,2006,13000000,2613717,
Infected,83,2012,2100000,0,[27]
Inferno,64,2016,75000000,219519367,"[9648, 53, 18]"
Inferno,64,2016,75000000,219519367,"[9648, 53, 18]"
Inglourious Basterds,1,2009,70000000,316915264,
Inherent Vice,56,2014,20000000,14772346,"[35, 10749, 80, 18, 9648]"
Inherent Vice,56,2014,20000000,14772346,"[35, 10749, 80, 18, 9648]"
Ink,95,2009,250000,0,[]
Inkheart,40,2009,60000000,66655938,
Inside Deep Throat,42,2005,2000000,691880,
Inside Job,17,2010,2000000,7799257,[99]
Inside Llewyn Davis,94,2013,11000000,32943247,[18]
Inside Man,6,2006,50000000,185798265,
Inside Out,98,2015,175000000,854235992,"[18, 80]"
Inside Out,98,2015,175000000,854235992,"[18, 35, 16, 10751]"
Insidious,63,2011,1500000,99870886,"[27, 53]"
Insidious Chapter 2,53,2013,5000000,161921515,
Insidious Chapter 3,51,2015,10000000,120453155,
Insidious: The Last Key,45,2018,10000000,167885588,"[9648, 27, 53]"
Insomnia,47,2002,46000000,113622499,[]
Insomnia Manica,75,2005,500000,0,
Inspector Gadget,44,1999,75000000,97387965,
Instant Family,20,2018,48000000,119736188,"[35, 18]"
Instinct,29,1999,55000000,34105207,
Interstellar,32,2014,165000000,666379375,"[12, 18, 878]"
Interview with the Assassin,80,2002,750000,47329,
Interview with the Vampire: The Vampire Chronicles,99,1994,50000000,223564608,
Into the Blue,86,2005,50000000,41982227,
Into the Grizzly Maze,47,2015,10000000,0,"[28, 27, 53]"
Into the Storm,40,2014,50000000,150429371,"[28, 53]"
Into the Wild,1,2007,20000000,56822960,
Into the Woods,77,2014,56200000,213116401,"[14, 35]"
Intolerable Cruelty,19,2003,60000000,121327628,
Intolerance,24,1916,385907,0,
Invaders from Mars,18,1986,12000000,4984663,
Invasion U.S.A.,10,1985,10000000,17536256,
Invictus,14,2009,60000000,124514011,
Invincible,27,2006,40000000,58501127,
Io sono lâamore,62,2010,10000000,15121528,
Ira and Abby,18,2007,3500000,221096,
Iraq for Sale: The War Profiteers,74,2006,775000,0,
Iris,23,2001,5500000,5580479,[99]
Iron Man,74,2008,186000000,585171547,
Iron Man 2,15,2010,170000000,621156389,"[12, 28, 878]"
Iron Man 3,48,2013,200000000,1215392272,"[28, 12, 878]"
Ironclad,25,2011,25000000,5297411,"[10749, 12, 28, 36]"
Irreplaceable,20,2015,600000,0,
Irreversible,35,2003,5400000,8133256,
Ishtar,6,1987,40000000,14375181,
Isn't She Great,19,2000,36000000,2954405,
Isnât it Romantic,30,2019,31000000,48791187,
It,24,2017,35000000,697457969,"[27, 53]"
It,24,2017,35000000,697457969,"[27, 53]"
It Comes at Night,4,2017,5000000,19720203,[27]
It Follows,94,2015,2000000,23250755,"[27, 53]"
It Follows,94,2015,2000000,23250755,"[27, 53]"
It Happened One Night,38,1934,325000,2500000,
It's All Gone Pete Tong,54,2005,2000000,2226603,
It's Kind of a Funny Story,1,2010,8000000,6632950,"[35, 18]"
It's a Mad Mad Mad Mad World,60,1963,9400000,60000000,
It's a Wonderful Afterlife,36,2010,10000000,1642939,
Itâs Complicated,2,2009,85000000,224614744,
Itâs a Wonderful Life,61,1946,3180000,10768908,
Iâm Not Ashamed,81,2016,1500000,2082980,
Iâm Not There,77,2007,20000000,12397613,
J. Edgar,76,2011,35000000,84606030,"[18, 80, 36]"
JFK,14,1991,40000000,205400000,
Jab Tak Hai Jaan,64,2012,9200000,5806666,
Jack,79,1996,45000000,58617334,
Jack Brooks: Monster Slayer,77,2008,2150000,0,
Jack Frost,58,1998,50000000,34645374,
Jack Reacher,68,2012,60000000,217370736,"[80, 18, 53, 28]"
Jack Reacher: Never Go Back,85,2016,60000000,159946489,"[28, 53]"
Jack Reacher: Never Go Back,85,2016,60000000,159946489,"[28, 53]"
Jack Ryan: Shadow Recruit,97,2014,60000000,131377412,"[28, 18, 53]"
Jack and Jill,11,2011,79000000,150519217,[35]
Jack the Giant Slayer,66,2013,195000000,197687603,"[28, 12, 10751, 14]"
Jackass 3D,98,2010,20000000,171685793,"[35, 99, 28]"
Jackass Presents: Bad Grandpa,3,2013,15000000,160903019,[35]
Jackass: Number Two,71,2006,11000000,85278712,
Jackass: The Movie,57,2002,5000000,79282312,
Jackie,87,2016,9000000,36588512,[18]
Jackie Brown,62,1997,12000000,74727492,
Jackpot,17,2001,400000,44452,[35]
Jade,95,1995,50000000,9812870,
Jagten,33,2013,3450000,18309793,[18]
Jakob the Liar,21,1999,15000000,4956401,
Jane Austen's Mafia,6,1998,10000000,30143795,
Jane Got a Gun,12,2016,25000000,3771345,"[28, 18, 37]"
Janky Promoters,29,2009,10000000,9069,
Jarhead,86,2005,72000000,96947540,
Jason Bourne,86,2016,120000000,416168316,"[28, 53]"
Jason Goes to Hell: The Final Friday,85,1993,3000000,15935068,
Jason X,4,2002,14000000,16951798,
Jawbreaker,22,1999,3000000,3076820,
Jaws,41,1975,12000000,470700000,[16]
Jaws 2,1,1978,20000000,208900376,
Jaws 4: The Revenge,87,1987,23000000,15728335,
Jay and Silent Bob Strike Back,23,2001,22000000,33762400,
Jeepers Creepers,62,2001,10000000,58939035,
Jeepers Creepers II,20,2003,25000000,119923801,
"Jeff, Who Lives at Home",65,2012,10000000,4708127,"[18, 35]"
Jefferson in Paris,21,1995,14000000,2461628,
Jekyll and Hyde... Together Again,44,1982,5000000,3707583,
Jem and the Holograms,53,2015,5000000,2368937,"[18, 14, 10402]"
Jem and the Holograms,53,2015,5000000,2368937,"[18, 14, 10402]"
Jennifer's Body,53,2009,16000000,31943401,
Jerry Maguire,87,1996,50000000,274000000,
Jersey Boys,43,2014,40000000,65282732,"[10402, 18]"
Jersey Girl,1,2004,35000000,37066129,
Jerusalema,71,2010,2000000,10679,
Jesse,32,2014,950000,0,
Jesus People,97,2014,250000,0,[35]
Jesus' Son,28,2000,2500000,1687548,
Jet Li's Hero,78,2004,17000000,177535958,
Jigsaw,61,2017,10000000,102445196,"[80, 27, 9648, 53]"
Jimi: All is By My Side,66,2014,5000000,927074,
Jimmy Neutron: Boy Genius,75,2001,25000000,102992536,
Jimmy and Judy,5,2006,1000000,0,
Jin lÃ­ng shÃ­ san chai,6,2012,100000000,98227017,
Jindabyne,19,2007,10800000,2862544,
Jingle All the Way,83,1996,60000000,129832389,[16]
Jobs,11,2013,18000000,43402515,"[18, 36]"
Jodaeiye Nader az Simin,59,2011,800000,24426169,
Joe,30,2014,4000000,373375,[18]
Joe Dirt,44,2001,16000000,30987695,
Joe Somebody,73,2001,38000000,24515990,
Joheunnom nabbeunnom isanghannom,18,2010,10000000,42226657,
John Carpenterâs Ghosts of Mars,76,2001,28000000,8434601,
John Carter,14,2012,275000000,282778100,"[28, 12, 878]"
John Q,7,2002,36000000,102226631,
John Wick,6,2014,30000000,76235001,"[28, 53]"
John Wick: Chapter 3 â Parabellum,81,2019,40000000,256498033,
John Wick: Chapter Two,94,2017,40000000,171350009,
Johnny English,97,2003,45000000,163126676,
Johnny English Reborn,19,2011,45000000,164640401,"[80, 12, 28, 35, 53]"
Johnny Suede,56,1991,500000,55000,
Johnson Family Vacation,72,2004,12000000,31286759,
Jonah Hex,40,2010,47000000,11022696,"[28, 37, 18, 14, 53]"
Jonah: A VeggieTales Movie,92,2002,14000000,25608779,
Josie and the Pussycats,36,2001,22000000,14252830,
Journey 2: The Mysterious Island,10,2012,79000000,318146162,"[12, 28, 878]"
Journey from the Fall,36,2007,1300000,635305,
Journey to the Center of the Earth,59,2008,45000000,243180937,
Joy,88,2015,60000000,101134059,"[18, 35]"
Joy Ride,81,2001,23000000,21973182,
Joyeux NoÃ«l,51,2006,22000000,23134075,
Joyful Noise,86,2012,27500000,31157914,"[35, 10402]"
Judge Dredd,20,1995,85000000,113487912,
Judgment at Nuremberg,94,1961,3000000,10000000,
Julia,84,2009,6000000,1365108,[80]
Julia,84,2009,6000000,1365108,"[53, 27]"
Julie & Julia,92,2009,40000000,126646119,
Julija in alfa Romeo,23,2015,560000,8462,
Jumanji,86,1995,65000000,262758310,
Jumanji: Welcome to the Jungle,38,2017,90000000,964496193,"[28, 12, 35, 14]"
Jumanji: Welcome to the Jungle,38,2017,90000000,964496193,"[28, 12, 35, 14]"
Jumper,31,2008,82500000,222640812,
Jumping the Broom,93,2011,7000000,38158601,[35]
Junebug,43,2005,1000000,3553253,
Jungle Shuffle,40,2015,10000000,360898,
Juno,86,2007,7000000,231450102,
Jupiter Ascending,91,2015,179000000,181982519,"[878, 14, 28, 12]"
Jurassic Park,25,1993,63000000,1038812584,
Jurassic Park III,30,2001,93000000,365900000,
Jurassic World,34,2015,215000000,1648854864,"[28, 12, 878, 53]"
Jurassic World: Fallen Kingdom,13,2018,170000000,1305772799,"[28, 12, 878]"
Just Getting Started,44,2017,22000000,6756412,"[28, 35]"
Just Getting Started,44,2017,22000000,6756412,"[28, 35]"
Just Go With It,58,2011,80000000,214974953,
Just Like Heaven,62,2005,58000000,100687083,
Just Looking,51,2000,3000000,39852,
Just Married,30,2003,19000000,101564935,
Just My Luck,70,2006,28000000,38159905,
Just Visiting,26,2001,40000000,16172200,
Just Wright,85,2010,12000000,21867665,"[35, 18, 10749]"
Justice League,9,2017,300000000,655945209,"[28, 12, 14, 878]"
Justice League,9,2017,300000000,655945209,"[28, 12, 14, 878]"
Justin Bieber: Never Say Never,48,2011,13000000,99034125,"[99, 10402, 10751]"
Juwanna Mann,84,2002,15600000,13771817,
JÃ¬yÃ¬ dÃ shÄ«,95,2017,20000000,43888531,
JÃ»san-nin no shikaku,73,2011,6000000,18727440,
K-19: The Widowmaker,75,2002,90000000,65716126,
K-PAX,26,2001,48000000,50315140,
Kabhi Alvida Naa Kehna,20,2006,10750000,32575443,
Kama Sutra,13,1997,3000000,4109095,
Kangaroo Jack,78,2003,60000000,90723216,
Kansas City,54,1996,19000000,1353824,
Karachi se Lahore,1,2015,1000000,17721,
Karakter,41,1998,4500000,713413,
Kari gurashi no Arietti,82,2012,23000000,151496097,
Kate and Leopold,27,2001,48000000,70937778,
Katy Perry: Part of Me,79,2012,12000000,32700439,"[99, 10402]"
Keanu,70,2016,15000000,20688141,"[28, 35]"
Keeping Up with the Steins,40,2006,5000000,4414753,
Keeping it Real: The Adventures of Greg Walloch,91,2001,100000,1358,
Keeping the Faith,20,2000,29000000,45336404,
Kevin Hart: Laugh at My Pain,75,2011,750000,7712436,"[35, 99]"
Kevin Hart: Let Me Explain,14,2013,2500000,32327255,"[35, 99]"
Kevin Hart: What Now?,97,2016,10000000,23591043,[35]
Khiladi 786,12,2012,5600000,14683763,"[28, 35]"
Khumba,54,2013,15000000,20898221,"[16, 12, 10751]"
Kick-Ass,54,2010,28000000,97531134,"[28, 80]"
Kick-Ass 2,65,2013,28000000,63129909,"[28, 12, 80]"
Kickboxer,67,1989,1500000,14533681,
Kicking and Screaming,84,2005,45000000,55842724,
Kicks,13,2016,10000000,150191,[12]
Kidnap,69,2017,21000000,34836080,"[18, 53]"
Kids,71,1995,1500000,20412216,
Kill Bill: Volume 1,8,2003,55000000,176469428,
Kill Bill: Volume 2,11,2004,55000000,153535982,
Kill List,70,2012,800000,462206,"[27, 53, 80]"
Kill the Irishman,32,2011,12000000,1188194,"[28, 80, 53, 18]"
Kill the Messenger,51,2014,5000000,6656705,"[53, 80, 18, 9648]"
Killer Elite,38,2011,70000000,65409046,"[28, 12, 53]"
Killer Joe,90,2012,10000000,4659110,"[80, 18, 53]"
Killers,54,2010,75000000,95572749,"[28, 35, 53, 10749]"
Killing Them Softly,82,2012,15000000,39238443,"[80, 53]"
Killing Zoe,88,1994,1500000,418953,
Kin,88,2018,30000000,10096821,"[878, 28]"
Kindergarten Cop,24,1990,26000000,202000000,
King Arthur,72,2004,90000000,203877963,
King Arthur: Legend of the Sword,11,2017,175000000,139630336,"[28, 18, 14]"
King Kong,40,2005,207000000,550517357,
King Kong,75,1976,23000000,90614445,
King Kong,97,1933,672000,10000650,
King of California,5,2007,10000000,1165102,
King's Ransom,4,2005,25000000,4049527,
Kingdom Come,6,2001,7000000,23393939,[35]
Kingdom of Heaven,39,2005,110000000,218853353,
Kingdom of the Spiders,32,1977,500000,17000000,
Kingpin,41,1996,25000000,32223424,
Kingsman: The Golden Circle,54,2017,104000000,408803696,"[28, 12, 35]"
Kingsman: The Secret Service,29,2015,94000000,404561724,"[80, 35, 28, 12]"
Kingsman: The Secret Service,29,2015,94000000,404561724,"[80, 35, 28, 12]"
Kinsey,97,2004,11000000,17443529,
"Kiss Kiss, Bang Bang",23,2005,15000000,16829464,
Kiss of Death,4,1995,40000000,14942422,
Kiss of the Dragon,16,2001,25000000,36833473,
Kiss the Bride,58,2008,500000,32033,"[35, 10749]"
Kiss the Girls,94,1997,27000000,60527873,
Kissing Jessica Stein,73,2002,1500000,9345061,
Kit Kittredge: An American Girl,9,2008,10000000,17657973,
Kites,66,2010,9200000,17155193,"[18, 28, 10749]"
Knight and Day,2,2010,117000000,258751370,"[28, 35]"
Knock Knock,62,2015,2000000,6328516,"[18, 53]"
Knock Off,30,1998,35000000,10319915,
Knockaround Guys,93,2002,15000000,12419700,
Knocked Up,82,2007,27500000,219265952,
Knowing,12,2009,50000000,186450317,
Konferenz der Tiere,7,2010,30000000,53048539,"[16, 10751, 35]"
Kong: Skull Island,78,2017,185000000,561072059,"[28, 12, 14]"
Krampus,28,2015,15000000,61788393,"[27, 35, 14]"
Krisha,38,2016,30000,144822,[18]
Krisha,38,2016,30000,144822,[18]
Krisha,38,2016,30000,144822,[18]
Krrish,89,2006,10000000,32430721,
Krush Groove,91,1985,3000000,11052713,
Kubo and the Two Strings,22,2016,55000000,77548122,"[16, 12, 10751]"
Kundun,79,1997,28000000,5686694,
Kung Fu Hustle,9,2005,20000000,102034104,
Kung Fu Panda,42,2008,130000000,631910531,
Kung Fu Panda 2,74,2011,150000000,664837547,"[16, 10751]"
Kung Fu Panda 3,11,2016,140000000,517599142,"[28, 12, 16, 35, 10751]"
Kung Pow: Enter the Fist,16,2002,10000000,17033556,
Kurmanjan datka,27,2014,1400000,0,
Kursk,39,2019,40000000,4212799,
Kurtlar vadisi - Irak,58,2006,8300000,24906717,
Kynodontas,39,2010,323000,1373407,
L!fe Happens,34,2012,930000,30905,[35]
L'illusionniste,7,2010,17000000,8609949,"[16, 18]"
L.A. Confidential,46,1997,35000000,126204977,
L.I.E.,92,2001,700000,1140965,
LBJ,82,2017,20000000,2507181,[18]
LOL,14,2012,11000000,10431506,"[18, 35, 10749]"
L\'auberge espagnole,98,2003,5900000,3895664,
L\'incomparable mademoiselle C.,39,2004,3400000,493905,
La Bamba,87,1987,6500000,54215416,
La Cara Oculta,7,2011,2600000,7033931,
La Guerre du feu,20,1982,12500000,20959585,
La La Land,92,2016,20000000,426351163,"[35, 18, 10749]"
La La Land,92,2016,20000000,426351163,"[35, 18, 10749]"
La MÃ´me,85,2007,15500000,88611837,
La Vie d'AdÃ¨le â Chapitres 1 & 2,39,2013,5250000,22914479,
La chambre bleue,23,2014,1400000,1945420,"[18, 80, 53]"
La famille BÃ©lier,13,2015,11000000,82438670,
La femme de chambre du Titanic,7,1998,10000000,244465,
La fille du RER,13,2010,9000000,208163,
La grande bellezza,23,2013,12000000,29549145,[18]
La mala educaciÃ³n,36,2004,5000000,40311842,
La marche de l'empereur,35,2005,3400000,133276359,
La mariÃ©e Ã©tait en noir,87,1968,747000,44566,
La misma luna,40,2008,1700000,23271741,
La navaja de Don Juan,79,2015,1200000,4254,
La otra conquista,14,2000,3500000,886410,
La science des rÃªves,57,2006,6000000,15137932,
La vita Ã¨ bella,17,1998,20000000,229385361,
La vÃ©ritable histoire du Chat BottÃ©,24,2011,25000000,8208594,
Labor Day,19,2014,18000000,14189810,[18]
Ladder 49,75,2004,60000000,102332848,
Lady Bird,53,2017,10000000,78610769,"[35, 18]"
Lady Bird,53,2017,10000000,78610769,"[35, 18]"
Lady in White,12,1988,4700000,1705139,
Lady in the Water,57,2006,75000000,72785169,
Ladyhawke,100,1985,20000000,18400000,
Lage Raho Munna Bhai,94,2006,2700000,31517561,
Lake Mungo,5,2010,1100000,0,
Lake Placid,1,1999,27000000,31770413,
Lake of Fire,88,2007,6000000,26007,
Lakeview Terrace,41,2008,20000000,44821299,
Land of the Lost,92,2009,100000000,69548641,
Lara Croft: Tomb Raider,28,2001,94000000,273330185,
Lara Croft: Tomb Raider: The Cradle of Life,65,2003,90000000,157092943,
Larry Crowne,25,2011,30000000,61449135,"[35, 10749, 18]"
Larry the Cable Guy: Health Inspector,95,2006,17000000,15680099,
Lars and the Real Girl,29,2007,12500000,11277119,
Last Action Hero,12,1993,85000000,137298489,
Last Holiday,92,2006,45000000,43343247,
Last Man Standing,66,1996,67000000,18115927,"[28, 53]"
Last Orders,24,2002,12000000,2326407,
Last Vegas,46,2013,28000000,112914167,[35]
Late Night,35,2019,4000000,246305,
Latter Days,49,2004,850000,865708,
Law Abiding Citizen,58,2009,53000000,131159781,
Lawless,38,2012,26000000,54393687,"[80, 18]"
Lawrence of Arabia,34,1962,15000000,69995385,
Laws of Attraction,9,2004,32000000,29948322,
Layer Cake,98,2005,6500000,11745931,
Le Fabuleux destin d'AmÃ©lie Poulain,31,2001,10350000,174201661,
Le Havre,29,2011,5500000,13480196,"[18, 35]"
Le Petit Nicolas,2,2010,30000000,52339566,
Le Scaphandre et le Papillon,12,2007,14000000,22754472,
Le Violon rouge,36,1999,10000000,10019109,
Le bonheur d'Elza,46,2015,900000,0,
Le hussard sur le toit,51,1996,35000000,1320043,
Le nom des gens,21,2011,4600000,9261711,
Le passÃ©,12,2013,8000000,15752575,
Le prÃ©nom,12,2012,11000000,25307405,
